"","A2","A3","A5","A7","A8","B3","Age","B7","B9","B11","B12","C2","C12","E2_9group","E4_21group","E6","E7","E8_a","E8_b","E8_c","E8_d","E8_e","E8_f","E8_g","E8_h","E8_i","E9","E10","E13","E13_1","E14_1","E14_2","E14_Result","E15","E16","E17","E22","E23","E24","G1_1","G1_2","J8","J9","J10_1","J10_2","J11_1","J11_2","J12_14group","J13","J14","J15","J15_Year","J16","J17_10group","J18","J19","J20","J21","J22","Weights_1","WeightsCalib_1","Weights_Year","WeightsCalib_Year","resident","nonresident","LR_WAP","LF","PNLF","empj","underemployed","iempj","emsj","iemsj","LU1_unemployed","LU2_combined","LU3_potential","LU4_composite","long_term_unemployed"
"2590",2,1,1,3,2,2,83,8,2,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.364857240633,144.026388323262,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2591",9,11,1,4,4,2,53,7,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,4,NA,NA,NA,NA,7,8,1,NA,1,1,3,2,NA,NA,NA,40.0960295475531,68.4020489131944,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
"2592",2,4,1,4,4,1,59,5,2,3,5,1,1,5,15,2,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,NA,NA,3,4,4,1,1,6,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.4198347107438,91.2236435674076,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2593",11,4,1,5,3,1,10,3,1,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.7961933383421,10.2966517024074,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2594",2,6,2,2,0,2,81,4,2,2,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.568740955137,185.74398896491,56.7046632124352,44.1978650301426,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2595",10,7,1,5,3,2,28,5,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,3,2,NA,NA,1,NA,1,2,2,2,NA,NA,NA,95.6222100076559,139.376477052458,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"2596",10,6,2,5,5,1,28,5,2,1,5,1,1,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,4,0,0,6,NA,NA,1,1,1,1,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5129533678757,112.47324337489,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"2597",6,7,1,5,3,2,66,7,2,3,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,9,NA,2,NA,NA,1,NA,1,1,2,2,NA,327.608207874928,286.994860545514,88.852496024813,107.074995180582,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"2598",4,6,2,3,2,2,41,5,2,2,5,1,1,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,30000,30000,5,NA,4,1,1,7,2,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.5077720207254,53.1735090438315,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"2599",6,7,2,12,5,2,9,2,1,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.684860415175,259.221350283667,51.6586087180147,70.3153119125491,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2600",4,8,1,5,3,1,84,7,2,2,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.529969451175,290.616359158848,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2601",8,7,2,3,3,1,62,4,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,3,NA,2,NA,NA,2,4,NA,NA,NA,2,NA,215.684860415175,259.221350283667,51.6586087180147,70.3153119125491,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602",5,1,1,3,3,2,62,5,2,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,2,NA,NA,2,4,NA,NA,NA,2,NA,994.935308137555,99.49,243.242399578242,24.3000000000055,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2603",1,6,1,6,2,2,2,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.1930787085883,32.0286552028701,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2604",5,3,2,5,4,1,44,10,2,2,5,1,1,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,0,0,6,NA,NA,2,4,7,1,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.659685863874,232.247512251966,101.746084638454,103.280997532658,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"2605",4,4,1,4,4,2,46,10,2,2,5,1,1,2,16,2,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,60000,0,1,NA,4,1,1,7,1,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.2798898071625,49.5956047886084,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2606",6,3,1,5,4,2,0,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5281266556549,52.7354995771766,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2607",8,6,2,3,2,1,38,5,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,6,4,NA,NA,NA,NA,2,NA,1,NA,1,1,3,2,NA,300.086830680174,440.009030523113,71.6269430051813,114.939956131198,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA
"2608",5,2,1,2,0,2,78,4,2,3,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2407272727273,43.9584997870502,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2609",8,11,1,1,1,2,64,11,2,3,5,1,1,2,17,2,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,1e+05,0,1,NA,4,1,4,1,1,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1603570329332,42.9405158121663,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2610",6,7,2,2,2,1,66,7,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,6,NA,NA,NA,NA,6,NA,1,NA,1,1,2,2,NA,336.067108088762,418.15559963083,80.4913205606275,106.866682029577,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
"2611",7,10,2,4,4,1,54,8,2,2,5,1,1,7,4,1,1,1,1,1,3,2,2,1,2,2,NA,3,7,NA,93000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.787488284911,139.429605739268,34.9609924459495,41.8677652158431,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2612",5,9,1,2,0,2,76,5,2,2,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3853459972863,116.439617761003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2613",8,6,1,8,4,1,30,5,2,2,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.909551305415,103.908607190961,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2614",9,6,1,3,3,2,53,6,2,2,5,1,1,7,3,1,1,1,1,1,1,2,2,1,2,2,NA,3,6,NA,120000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.3915478908093,104.600462236048,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2615",6,1,1,9,6,2,32,5,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,10,NA,2,NA,NA,1,NA,1,1,2,2,NA,NA,NA,175.535752272958,448.28764648853,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"2616",8,1,1,2,1,2,56,5,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,2,NA,NA,2,4,NA,NA,NA,2,NA,NA,NA,185.566366688556,56.6947617486957,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2617",10,8,1,5,5,1,23,7,2,2,5,1,1,7,3,2,1,1,1,1,1,2,2,1,2,2,NA,3,6,NA,60000,0,1,NA,4,1,1,2,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.35331296745,183.414605206292,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2618",1,5,2,9,6,1,30,5,2,2,5,1,1,8,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,2e+05,0,1,NA,4,1,2,7,1,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.53810835629,321.569283631154,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"2619",11,6,2,1,1,2,60,4,2,3,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,8,NA,2,NA,NA,1,NA,1,1,3,2,NA,NA,NA,92.5181347150259,163.19642917595,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"2620",9,2,2,2,0,2,79,4,2,2,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.7224306403769,8.69999999999209,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2621",8,3,2,9,7,2,6,2,1,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.5828057314229,178.356321776097,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2622",10,8,2,7,4,1,7,2,1,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.323943661972,727.548090499092,102.158327109783,197.843117783268,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2623",3,1,1,5,5,2,38,7,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,5,NA,NA,NA,NA,6,NA,1,NA,1,1,2,2,NA,1066.73476336398,632.695879793421,260.795974805538,131.081768957717,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
"2624",7,5,1,1,1,2,75,10,2,1,5,1,1,2,17,2,1,1,1,1,1,2,2,1,2,2,NA,1,NA,NA,120000,0,1,NA,4,1,1,7,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0177846281531,26.1870673828503,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2625",1,7,1,2,2,2,67,7,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,2,NA,2,NA,NA,2,2,NA,NA,NA,2,NA,NA,NA,64.3122828370075,56.5551645977539,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2626",1,1,1,5,3,1,20,5,2,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,12,NA,2,NA,NA,2,10,NA,NA,NA,2,NA,NA,NA,122.875026591071,67.9559139066323,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2627",3,10,1,3,2,1,14,3,1,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.7401247401247,69.8936110431723,24.9739718896408,17.860435555508,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2628",4,9,2,4,4,1,36,6,2,4,5,1,1,5,15,1,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,103000,0,1,NA,4,1,1,5,1,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.9090909090909,66.0555595657961,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2629",8,9,2,5,2,2,10,3,1,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.8409090909091,41.3450289359234,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2630",11,1,1,4,2,1,7,2,1,NA,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.719438766544,218.518501646662,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2631",10,5,1,6,4,2,34,10,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,8,NA,2,NA,NA,1,NA,1,1,1,2,NA,NA,NA,43.7844206657379,35.7506998160407,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"2632",8,1,1,2,2,1,50,7,2,2,5,1,1,7,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,150000,0,1,NA,4,2,1,7,1,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1271.8760640109,399.404988522257,310.949046883526,131.6513016544,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"2633",1,8,2,6,4,1,67,6,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,7,NA,2,NA,NA,2,6,NA,NA,NA,2,NA,NA,NA,87.2989340756331,67.3012605464428,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2634",4,6,1,2,2,2,67,5,2,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,7,NA,2,NA,NA,2,6,NA,NA,NA,2,NA,NA,NA,99.1080204876364,87.3466575537414,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2635",11,1,1,2,2,1,70,10,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,2,NA,NA,1,NA,1,1,1,2,NA,NA,NA,155.474523441763,15.5000000000035,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"2636",11,3,1,5,2,1,46,7,2,4,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,6,7,4,5,NA,NA,NA,5,NA,1,NA,1,1,2,2,NA,NA,NA,36.7812509739147,32.696124635404,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1
"2637",7,3,1,6,5,1,53,4,2,2,5,1,1,7,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,30000,0,1,NA,2,1,3,7,2,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2369807086982,48.6728934788039,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
"2638",5,11,1,5,2,1,4,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.252369668246,225.978192318973,45.5257002154509,57.9709298879407,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2639",4,8,2,5,3,2,29,5,2,2,5,1,1,9,16,1,1,1,1,1,3,2,2,1,2,2,NA,1,NA,NA,0,15000,2,NA,4,1,1,6,2,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.588023626859,107.304687738615,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2640",4,6,2,7,4,1,29,5,2,2,5,1,1,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,3,0,0,6,NA,NA,1,1,5,1,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.6424870466321,103.122047445773,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"2641",9,4,2,5,3,2,15,4,1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,2,NA,NA,2,1,NA,NA,NA,2,NA,NA,NA,124.160659565154,297.618490127343,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2642",2,3,2,5,3,2,23,7,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,4,2,NA,NA,2,3,NA,NA,NA,2,NA,285.471204188482,611.016794488059,72.6757747417527,151.509616413861,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2643",6,1,1,2,2,1,67,10,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,7,NA,2,NA,NA,2,6,NA,NA,NA,2,NA,NA,NA,125.38268019497,129.027676527627,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2644",10,8,2,2,2,2,66,4,2,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,2,NA,NA,2,4,NA,NA,NA,2,NA,NA,NA,107.73059949759,163.587564222831,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2645",9,7,2,6,5,1,12,3,1,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.684860415175,259.221350283667,51.6586087180147,70.3153119125491,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2646",8,7,1,6,3,1,2,NA,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.0070669990774,120.177043339343,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2647",4,5,2,5,4,1,50,7,2,3,5,1,1,7,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,NA,NA,NA,3,4,1,1,7,1,48,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352.57177838996,255.818299593641,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
"2648",6,6,1,2,0,1,78,4,2,2,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.64321133412,256.115319720192,99.1080204876364,23.0298627180619,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2649",11,3,2,4,4,1,59,7,2,2,5,1,1,5,16,1,1,1,1,1,1,2,1,1,2,2,NA,1,NA,NA,70000,0,1,NA,4,1,1,6,2,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.9320226591136,170.906919243847,1,NA,1,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA
