,X,A2,A3,A5,A7,A8,B3,Age,B7,B9,B11,B12,C2,C12,E2_9group,E4_21group,E6,E7,E9,E10,E13,E13_1,E14_1,E14_2,E14_Result,E16,E17,E22,E23,E24,G1_1,G1_2,Weights_1,WeightsCalib_1,Weights_Year,WeightsCalib_Year,resident,nonresident,LR_WAP,LF,PNLF,empj,underemployed,iempj,emsj,iemsj,LU1_unemployed,LU2_combined,LU3_potential,LU4_composite,long_term_unemployed
3880,3880,4,6,2,3,2,2,59,5,2,2,5,1,1,6,1,1,4,3,3,1,2,0,30000,2,4,1,1,7,2,23,0,NA,NA,90.5284974093264,84.5187974940191,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3886,3886,2,6,2,4,2,1,29,4,2,2,5,1,1,6,1,1,4,3,3,1,1,120000,0,1,4,1,1,6,1,40,0,NA,NA,94.5077720207254,53.1735090438315,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3887,3887,4,6,2,3,2,1,44,5,2,2,5,1,1,8,1,1,4,3,3,1,1,150000,0,1,4,1,1,3,1,40,20,NA,NA,94.5077720207254,53.1735090438315,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
3888,3888,4,6,2,3,2,2,41,5,2,2,5,1,1,6,1,1,4,3,3,1,2,30000,30000,5,4,1,1,7,2,20,0,NA,NA,94.5077720207254,53.1735090438315,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3889,3889,7,6,2,2,2,1,52,5,2,2,5,1,1,6,1,1,4,3,3,1,2,40000,20000,5,4,1,1,7,1,40,0,NA,NA,94.5077720207254,53.1735090438315,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3892,3892,10,6,2,2,2,2,50,5,2,2,5,1,1,6,1,1,4,3,3,1,2,80000,35000,5,4,1,1,7,1,40,0,NA,NA,94.5077720207254,53.1735090438315,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3895,3895,3,6,2,5,4,1,58,5,2,2,5,1,1,6,1,1,4,3,3,1,2,1E+05,0,1,4,1,1,7,2,28,0,NA,NA,92.5181347150259,163.19642917595,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3896,3896,3,6,2,5,4,2,55,5,2,2,5,1,1,6,1,1,4,3,3,1,2,0,50000,2,4,1,1,7,2,21,0,NA,NA,92.5181347150259,163.19642917595,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3897,3897,4,6,2,4,4,1,24,5,2,1,5,1,1,6,1,1,4,3,3,1,1,60000,12000,5,4,1,1,7,2,28,0,NA,NA,92.5181347150259,163.19642917595,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3898,3898,7,6,2,4,2,1,44,5,2,2,3,1,1,6,1,1,4,3,3,1,2,0,50000,2,4,1,1,7,1,44,0,NA,NA,92.5181347150259,163.19642917595,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3899,3899,7,6,2,4,2,2,43,5,2,2,5,1,1,6,1,1,4,3,3,1,2,0,45000,2,4,1,1,7,2,21,0,NA,NA,92.5181347150259,163.19642917595,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3916,3916,3,7,1,4,2,2,34,7,2,2,5,1,1,5,19,2,4,3,3,1,1,1E+05,0,1,4,1,1,7,2,20,0,NA,NA,24.5402131878055,35.2419041040093,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3933,3933,10,7,2,5,2,1,40,4,2,2,5,1,1,7,6,2,4,3,3,1,3,130000,0,1,4,1,1,7,1,48,0,NA,NA,60.0681496721101,52.0567028406185,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3938,3938,4,7,2,3,3,1,24,5,2,1,5,1,1,7,6,2,4,3,3,1,3,130000,0,1,4,1,1,6,1,48,0,NA,NA,66.0749646393211,76.601082499923,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3939,3939,6,7,2,4,2,1,39,7,2,3,2,1,1,6,1,1,4,3,3,1,1,0,20000,2,4,2,1,7,2,24,0,NA,NA,66.0749646393211,76.601082499923,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
3942,3942,1,7,2,4,4,1,31,8,2,2,5,1,1,1,13,1,4,1,3,1,1,4E+05,0,1,4,1,1,5,1,48,0,NA,NA,72.0817796065321,50.9033767701621,1,NA,1,1,NA,1,1,NA,NA,NA,NA,1,NA,1,NA
3943,3943,2,7,2,5,5,2,46,7,2,2,5,1,1,6,1,1,4,3,3,1,1,60000,5000,5,4,2,1,7,2,28,0,NA,NA,72.0817796065321,50.9033767701621,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
3944,3944,2,7,2,5,5,1,44,5,2,2,5,1,1,7,3,1,4,3,3,1,1,2E+05,0,1,4,1,1,7,1,70,0,NA,NA,72.0817796065321,50.9033767701621,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3968,3968,4,8,1,5,3,2,69,7,2,3,5,1,1,6,1,1,4,3,3,1,1,45000,35000,5,4,2,1,7,1,35,0,NA,NA,177.529969451175,290.616359158848,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3972,3972,4,8,2,7,5,1,57,5,2,2,5,5,1,6,1,1,4,3,3,1,1,10000,2000,5,4,1,1,7,2,14,0,NA,NA,113.302871885396,21.2521832000903,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3975,3975,6,8,2,2,1,1,48,6,2,4,5,1,1,6,1,1,4,3,3,1,1,36000,0,1,4,1,1,7,1,35,0,NA,NA,113.302871885396,21.2521832000903,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3978,3978,1,8,2,3,3,2,51,5,2,2,5,1,1,6,1,1,4,3,3,1,1,135000,0,1,4,1,1,7,1,35,0,NA,NA,98.4434788512458,188.074114837404,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3980,3980,2,8,2,2,2,1,65,5,2,2,5,1,1,6,1,1,4,3,3,1,1,180000,0,1,4,1,1,7,1,35,0,NA,NA,98.4434788512458,188.074114837404,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3983,3983,3,8,2,5,4,2,51,5,2,2,5,1,1,6,1,1,4,3,3,1,1,150000,0,1,4,1,1,7,2,28,0,NA,NA,98.4434788512458,188.074114837404,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3987,3987,5,8,2,6,3,1,40,5,2,2,5,1,1,6,1,1,4,3,3,1,2,135000,0,1,4,1,1,7,1,35,0,NA,NA,98.4434788512458,188.074114837404,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3990,3990,6,8,2,5,2,2,25,5,2,2,5,1,1,6,1,1,4,3,3,1,1,1E+05,0,1,4,1,1,7,1,35,0,NA,NA,98.4434788512458,188.074114837404,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3992,3992,7,8,2,4,4,1,20,5,2,1,5,1,1,6,1,1,4,3,3,1,1,450000,0,1,4,1,1,7,2,28,0,NA,NA,98.4434788512458,188.074114837404,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3993,3993,8,8,2,6,5,2,42,5,2,2,5,1,1,6,1,1,4,3,3,1,1,108000,0,1,4,1,1,7,2,28,0,NA,NA,98.4434788512458,188.074114837404,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
3996,3996,9,8,2,5,5,1,28,5,2,2,5,1,1,6,1,1,4,3,3,1,2,35000,0,1,4,1,1,7,2,28,0,NA,NA,98.4434788512458,188.074114837404,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4021,4021,1,9,2,6,4,2,48,5,2,2,5,1,1,6,1,1,4,3,3,1,3,5E+05,0,1,6,1,1,7,2,25,0,NA,NA,42.1590909090909,40.3857279411459,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4023,4023,2,9,2,3,2,1,53,8,2,2,5,1,1,6,1,1,4,3,3,1,2,50000,0,1,4,2,1,7,2,30,0,NA,NA,42.1590909090909,40.3857279411459,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
4025,4025,3,9,2,6,4,1,70,8,2,2,5,1,1,6,1,1,4,3,3,1,3,1E+05,0,1,5,2,1,7,2,30,0,NA,NA,42.1590909090909,40.3857279411459,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4026,4026,3,9,2,6,4,2,62,7,2,2,5,1,1,6,1,1,4,3,3,1,3,1E+05,0,1,5,2,1,7,2,25,0,NA,NA,42.1590909090909,40.3857279411459,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4027,4027,3,9,2,6,4,1,37,7,2,2,5,1,1,6,1,1,4,3,3,1,2,2E+05,0,1,5,2,1,7,2,35,0,NA,NA,42.1590909090909,40.3857279411459,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4028,4028,3,9,2,6,4,2,31,7,2,2,5,1,1,6,1,1,4,3,3,1,2,1E+05,0,1,5,2,1,7,2,25,0,NA,NA,42.1590909090909,40.3857279411459,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4029,4029,4,9,2,1,1,2,63,7,2,3,5,1,1,6,1,1,4,3,3,1,1,3E+05,0,1,6,2,1,7,2,30,0,NA,NA,42.1590909090909,40.3857279411459,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4030,4030,5,9,2,3,2,1,63,6,2,2,5,1,1,8,8,1,4,3,3,1,1,9E+05,0,1,5,1,1,3,1,70,0,NA,NA,42.1590909090909,40.3857279411459,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4032,4032,6,9,2,6,5,2,54,6,2,2,5,1,1,6,1,1,4,3,3,1,3,1E+05,0,1,5,2,1,7,2,35,0,NA,NA,42.1590909090909,40.3857279411459,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4034,4034,7,9,2,5,3,2,63,5,2,3,5,1,1,6,1,1,4,3,3,1,3,20000,0,1,4,1,1,7,1,45,0,NA,NA,42.1590909090909,40.3857279411459,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4035,4035,7,9,2,5,3,1,41,6,2,2,5,1,1,6,1,1,4,3,3,1,3,30000,0,1,4,1,1,7,1,50,0,NA,NA,42.1590909090909,40.3857279411459,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4036,4036,7,9,2,5,3,2,29,5,2,2,5,1,1,6,1,1,4,3,3,1,3,1E+05,0,1,6,1,1,7,2,30,0,NA,NA,42.1590909090909,40.3857279411459,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4037,4037,8,9,2,2,1,2,73,5,2,2,5,1,1,6,1,1,4,3,3,1,1,3E+05,0,1,5,1,1,7,1,45,0,NA,NA,42.1590909090909,40.3857279411459,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4038,4038,9,9,2,4,4,1,53,8,2,2,5,1,1,6,1,1,4,3,3,1,2,5E+05,0,1,6,2,1,7,2,25,0,NA,NA,42.1590909090909,40.3857279411459,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4041,4041,2,9,2,5,5,2,70,5,2,3,5,1,1,6,1,1,4,3,3,1,3,1E+05,0,1,6,1,1,7,2,20,0,NA,NA,38.1818181818182,48.0950939353643,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4042,4042,2,9,2,5,5,1,50,7,2,2,5,1,1,6,1,1,4,3,3,1,3,3E+05,0,1,6,2,1,7,2,25,0,NA,NA,38.1818181818182,48.0950939353643,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
4043,4043,2,9,2,5,5,2,50,8,2,2,5,1,1,5,7,1,4,1,3,1,1,150000,0,1,4,2,1,7,1,60,0,NA,NA,38.1818181818182,48.0950939353643,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
4044,4044,2,9,2,5,5,1,22,7,2,1,5,1,1,6,1,1,4,3,3,1,3,3E+05,0,1,6,2,1,5,2,30,0,NA,NA,38.1818181818182,48.0950939353643,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
4045,4045,3,9,2,5,3,1,36,8,2,2,5,1,1,6,1,1,4,3,3,1,3,3E+05,0,1,6,2,1,7,2,25,0,NA,NA,38.1818181818182,48.0950939353643,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
4046,4046,3,9,2,5,3,2,33,8,2,2,5,1,1,6,1,1,4,3,3,1,3,150000,0,1,6,2,1,7,2,20,0,NA,NA,38.1818181818182,48.0950939353643,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4047,4047,3,9,2,5,3,2,62,5,2,3,5,1,1,6,1,1,4,3,3,1,3,1E+05,0,1,6,1,1,7,2,15,0,NA,NA,38.1818181818182,48.0950939353643,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4049,4049,5,9,2,3,3,2,54,7,2,2,3,1,1,6,1,1,4,3,3,1,2,50000,0,1,4,2,1,7,2,25,0,NA,NA,38.1818181818182,48.0950939353643,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4050,4050,8,9,2,3,3,1,60,6,2,2,3,1,1,6,1,1,4,3,3,1,2,2E+05,0,1,6,2,1,7,1,35,0,NA,NA,38.1818181818182,48.0950939353643,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4051,4051,8,9,2,3,3,1,22,6,2,1,5,1,1,6,1,1,4,3,3,1,2,3E+05,0,1,6,2,1,5,2,30,0,NA,NA,38.1818181818182,48.0950939353643,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
4053,4053,11,9,2,3,3,1,64,6,2,2,5,1,1,6,1,1,4,3,3,1,3,2E+05,0,1,6,2,1,7,2,20,0,NA,NA,38.1818181818182,48.0950939353643,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4054,4054,11,9,2,3,3,2,60,7,2,2,3,1,1,6,1,1,4,3,3,1,3,50000,0,1,5,2,1,7,2,20,0,NA,NA,38.1818181818182,48.0950939353643,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4082,4082,5,10,2,2,2,1,57,8,2,2,5,1,1,6,1,1,4,3,3,1,1,250000,50000,5,5,1,1,6,2,30,0,NA,NA,18.3401927585309,1.80000000000655,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4086,4086,9,10,2,5,3,2,36,7,2,2,5,1,1,6,1,1,4,3,3,1,1,40000,28000,5,4,1,1,7,2,30,0,NA,NA,18.3401927585309,1.80000000000655,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4098,4098,4,11,1,5,2,2,36,8,2,2,5,1,1,5,7,2,4,1,3,1,1,110000,0,1,4,2,1,5,1,56,0,NA,NA,46.7787011388119,57.6581170940563,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
4099,4099,5,11,1,2,2,1,36,8,2,1,5,1,1,5,7,2,4,1,3,1,1,50000,0,1,4,2,1,7,1,48,0,NA,NA,46.7787011388119,57.6581170940563,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
4112,4112,3,11,2,7,5,1,56,6,2,2,5,1,1,8,7,1,4,3,3,1,2,130000,0,1,4,1,1,7,1,40,0,NA,NA,132.994711659532,127.668839964645,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4126,4126,11,1,1,4,4,1,56,10,2,2,2,1,1,8,8,2,4,3,3,1,1,80000,0,1,4,2,1,7,1,50,0,NA,NA,250.765360389941,325.513155405929,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4166,4166,4,2,2,5,2,1,38,5,2,2,5,1,1,7,6,2,4,3,3,2,NA,260000,0,1,4,1,1,7,1,72,0,NA,NA,60.1275519106613,28.4994616248014,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4167,4167,5,2,2,4,3,1,51,5,2,2,5,1,1,6,1,1,4,3,3,1,2,250000,0,1,4,1,1,7,1,42,0,NA,NA,60.1275519106613,28.4994616248014,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4170,4170,1,2,2,6,4,2,41,5,2,2,5,1,1,6,1,1,4,3,3,1,2,150000,0,1,4,1,1,7,2,18,6,NA,NA,76.3157389635317,67.7802145295173,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
4172,4172,2,2,2,3,3,1,53,10,2,2,5,1,1,6,1,1,4,3,3,1,2,1E+06,0,1,6,2,1,7,2,21,0,NA,NA,76.3157389635317,67.7802145295173,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4174,4174,4,2,2,2,1,1,59,5,2,1,5,1,1,6,1,1,4,3,3,1,1,1E+05,0,1,4,1,1,7,2,12,0,NA,NA,76.3157389635317,67.7802145295173,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4175,4175,5,2,2,4,2,2,28,5,2,2,5,1,1,6,1,1,4,3,3,1,1,5E+05,NA,NA,6,1,1,7,2,24,0,NA,NA,76.3157389635317,67.7802145295173,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4179,4179,9,2,2,4,3,2,41,5,2,2,5,1,1,6,1,1,4,3,3,1,1,60000,0,1,4,1,1,7,2,14,0,NA,NA,76.3157389635317,67.7802145295173,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4180,4180,11,2,2,5,5,1,46,5,2,2,5,1,1,6,1,1,4,3,3,1,3,7E+05,0,1,6,1,1,7,2,20,0,NA,NA,76.3157389635317,67.7802145295173,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4181,4181,11,2,2,5,5,2,44,5,2,2,5,1,1,6,1,1,4,3,3,1,2,70000,0,1,4,1,1,7,1,35,0,NA,NA,76.3157389635317,67.7802145295173,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4185,4185,5,2,2,6,2,2,47,5,2,2,5,1,1,6,1,1,4,3,3,1,1,3E+05,120000,5,6,1,1,7,2,6,0,NA,NA,82.0972343395568,8.19999999999254,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
4187,4187,10,2,2,5,5,2,56,5,2,2,5,1,1,5,7,1,4,1,3,1,2,60000,0,1,4,1,1,7,2,26,20,NA,NA,82.0972343395568,8.19999999999254,1,NA,1,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA
4199,4199,10,3,1,4,2,1,37,4,2,2,5,1,1,7,6,1,4,3,3,1,1,75000,0,1,4,1,1,7,1,45,0,NA,NA,57.0109390095677,64.276036527478,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4218,4218,1,3,2,10,6,1,58,5,2,2,5,1,1,8,7,3,4,3,3,1,2E+05,0,NA,1,4,1,1,7,1,110,0,NA,NA,79.943352215928,101.692420409599,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4223,4223,2,3,2,3,3,1,63,7,2,2,5,1,1,6,1,1,4,3,3,1,2,20000,5000,5,4,2,1,1,1,50,0,NA,NA,79.943352215928,101.692420409599,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4225,4225,3,3,2,8,5,1,68,5,2,2,3,1,1,6,1,1,4,3,3,1,2,50000,30000,5,4,1,1,7,1,40,0,NA,NA,79.943352215928,101.692420409599,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4226,4226,3,3,2,8,5,2,64,5,2,2,3,1,1,6,1,1,4,3,3,1,2,0,6000,2,4,1,1,7,1,36,0,NA,NA,79.943352215928,101.692420409599,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4227,4227,5,3,2,2,2,1,72,5,2,2,5,1,1,6,1,1,4,3,3,1,1,10000,5000,5,4,1,1,7,1,50,0,NA,NA,79.943352215928,101.692420409599,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4228,4228,6,3,2,6,4,1,60,5,2,2,5,1,1,6,1,1,4,3,3,1,2,60000,20000,5,4,1,1,7,1,40,0,NA,NA,79.943352215928,101.692420409599,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4231,4231,7,3,2,7,4,1,66,5,2,2,5,1,1,6,1,1,4,3,3,1,3,20000,10000,5,4,1,1,7,1,50,0,NA,NA,79.943352215928,101.692420409599,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4234,4234,8,3,2,5,3,1,40,5,2,2,5,1,1,7,6,1,4,3,3,1,1,90000,0,1,4,1,3,1,1,50,0,NA,NA,79.943352215928,101.692420409599,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4235,4235,9,3,2,4,3,1,36,5,2,3,5,1,1,6,1,1,4,3,3,1,1,120000,3E+05,5,4,1,2,1,1,45,0,NA,NA,79.943352215928,101.692420409599,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4236,4236,10,3,2,5,4,2,62,6,2,3,5,1,1,6,1,1,4,3,3,1,3,20000,0,1,4,2,1,7,1,50,0,NA,NA,79.943352215928,101.692420409599,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4239,4239,11,3,2,2,2,1,52,5,2,2,5,1,1,6,1,1,4,3,3,1,2,0,5000,2,4,1,1,5,1,38,0,NA,NA,79.943352215928,101.692420409599,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4240,4240,11,3,2,2,2,2,52,7,2,2,5,1,1,6,1,1,4,3,3,1,2,0,3000,2,4,2,1,5,1,38,0,NA,NA,79.943352215928,101.692420409599,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4243,4243,3,3,2,4,4,1,57,5,2,2,2,1,1,6,1,1,4,3,3,1,2,150000,0,1,4,1,1,7,1,48,0,NA,NA,88.6644451849384,8.89999999999191,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4249,4249,4,3,2,4,4,1,25,8,2,2,5,1,1,6,1,1,4,3,3,1,3,250000,0,1,4,2,1,3,1,50,0,NA,NA,88.6644451849384,8.89999999999191,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4251,4251,7,3,2,5,4,1,42,5,2,2,5,1,1,6,1,1,4,3,3,1,2,2E+05,0,1,4,1,1,7,1,50,0,NA,NA,88.6644451849384,8.89999999999191,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4253,4253,9,3,2,5,3,1,51,5,2,2,5,1,1,6,1,1,4,3,3,1,2,2E+05,0,1,4,1,1,7,1,50,0,NA,NA,88.6644451849384,8.89999999999191,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4255,4255,9,3,2,5,3,1,22,5,2,1,5,1,1,6,1,1,4,3,3,1,2,250000,0,1,6,1,1,5,1,40,0,NA,NA,88.6644451849384,8.89999999999191,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4257,4257,11,3,2,5,5,1,52,5,2,2,3,1,1,6,1,1,4,3,3,1,3,250000,0,1,4,1,1,7,1,50,0,NA,NA,88.6644451849384,8.89999999999191,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4259,4259,1,3,2,4,4,1,53,5,2,2,5,1,1,8,8,3,4,3,3,1,1,50000,0,1,4,1,1,6,2,25,15,NA,NA,75.5828057314229,178.356321776097,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
4263,4263,2,3,2,4,4,2,39,5,2,2,5,1,1,6,1,1,4,3,3,1,1,0,3500,2,4,1,1,7,2,25,0,NA,NA,75.5828057314229,178.356321776097,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4266,4266,3,3,2,4,4,1,27,5,2,1,5,1,1,9,6,1,4,3,3,1,1,50000,0,1,3,1,1,5,1,50,0,NA,NA,75.5828057314229,178.356321776097,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4269,4269,4,3,2,6,5,1,26,5,2,2,5,1,1,7,7,1,4,3,3,1,2,2E+05,0,1,3,1,1,7,1,54,0,NA,NA,75.5828057314229,178.356321776097,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4270,4270,4,3,2,6,5,1,24,4,2,1,5,1,1,7,7,1,4,3,3,1,3,2E+05,0,1,3,1,1,4,1,56,0,NA,NA,75.5828057314229,178.356321776097,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4271,4271,5,3,2,2,2,1,61,7,2,2,5,1,1,6,1,1,4,3,3,1,1,0,5000,2,4,2,1,7,1,40,0,NA,NA,75.5828057314229,178.356321776097,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4272,4272,6,3,2,6,4,1,53,5,2,2,5,1,1,6,1,1,4,3,3,1,2,22000,6000,5,4,1,1,7,2,20,0,NA,NA,75.5828057314229,178.356321776097,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4275,4275,7,3,2,5,5,1,43,5,2,2,5,1,1,7,3,1,4,3,3,1,1,90000,0,1,3,1,1,7,1,70,0,NA,NA,75.5828057314229,178.356321776097,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4277,4277,8,3,2,9,7,1,58,6,2,2,5,1,1,5,7,2,4,1,3,1,1,150000,30000,5,4,2,1,7,1,60,0,NA,NA,75.5828057314229,178.356321776097,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
4282,4282,9,3,2,8,6,1,40,5,2,2,5,1,1,5,7,2,4,1,3,1,1,2E+05,30000,5,4,1,1,7,1,65,0,NA,NA,75.5828057314229,178.356321776097,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
4284,4284,9,3,2,8,6,1,16,4,2,1,5,1,1,6,1,1,4,3,3,1,1,2000,5000,5,4,1,1,4,2,30,0,NA,NA,75.5828057314229,178.356321776097,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
4288,4288,10,3,2,6,6,2,62,7,2,1,5,1,1,6,1,1,4,3,3,1,1,20000,10000,5,4,2,1,7,2,24,0,NA,NA,75.5828057314229,178.356321776097,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4289,4289,11,3,2,3,3,1,58,7,2,2,5,1,1,6,1,1,4,3,3,1,2,50000,10000,5,6,2,1,7,1,36,0,NA,NA,75.5828057314229,178.356321776097,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
4290,4290,11,3,2,3,3,2,56,5,2,2,5,1,1,5,7,2,4,1,3,1,1,60000,20000,5,4,1,1,7,1,40,15,NA,NA,75.5828057314229,178.356321776097,1,NA,1,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA
