,X,A2,A3,A5,A7,A8,B3,Age,B7,B9,B11,B12,C2,C12,E2_9group,E4_21group,E6,E7,E9,E10,E13,E13_1,E14_1,E14_2,E14_Result,E16,E17,E22,E23,E24,G1_1,G1_2,Weights_1,WeightsCalib_1,Weights_Year,WeightsCalib_Year,resident,nonresident,LR_WAP,LF,PNLF,empj,underemployed,iempj,emsj,iemsj,LU1_unemployed,LU2_combined,LU3_potential,LU4_composite,long_term_unemployed
1736,1736,4,1,1,5,5,1,46,5,2,2,5,1,1,3,13,2,4,3,3,1,1,40000,0,1,4,1,1,7,2,25,0,NA,NA,180.551059480757,60.8506714155377,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1744,1744,2,1,1,5,5,1,48,6,2,2,5,1,1,7,3,2,4,3,3,1,1,20000,0,1,1,1,1,7,2,16,0,NA,NA,233.211785162645,23.2999999999788,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1746,1746,3,1,1,1,1,1,60,7,2,1,5,10,1,5,7,2,4,1,3,1,1,75000,0,1,4,1,1,7,1,55,0,NA,NA,233.211785162645,23.2999999999788,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1748,1748,7,1,1,3,2,1,36,5,2,2,5,1,1,7,7,2,4,3,3,1,1,3E+05,0,1,4,1,1,7,1,70,0,NA,NA,233.211785162645,23.2999999999788,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1749,1749,9,1,1,3,2,1,52,6,2,2,5,1,1,8,8,2,4,3,3,1,1,90000,0,1,4,1,1,7,1,42,0,NA,NA,233.211785162645,23.2999999999788,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1754,1754,1,2,1,5,3,1,47,5,2,2,5,1,1,1,7,2,3,1,3,1,2,2E+05,0,1,4,1,1,7,1,56,0,NA,NA,61.2407272727273,43.9584997870502,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1758,1758,3,2,1,7,5,1,29,5,2,2,5,1,1,8,8,2,4,1,3,7,NA,1E+05,0,1,4,1,1,5,1,84,0,NA,NA,61.2407272727273,43.9584997870502,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1759,1759,3,2,1,7,5,2,29,8,2,2,5,1,1,1,14,2,3,1,3,1,3,150000,0,1,4,2,1,5,1,56,0,NA,NA,61.2407272727273,43.9584997870502,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1766,1766,11,2,1,4,3,1,55,5,2,2,5,1,1,8,8,2,4,3,3,1,1,1200000,0,1,4,1,1,7,1,90,0,NA,NA,61.2407272727273,43.9584997870502,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1780,1780,5,2,2,3,2,1,55,5,2,2,5,1,1,8,8,4,4,3,3,1,1,150000,0,1,4,1,1,7,1,40,10,NA,NA,64.7527482114814,64.9474143772966,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
1787,1787,1,2,2,4,4,2,51,5,2,2,5,1,1,6,1,1,4,3,3,1,2,40000,40000,5,4,1,1,7,2,28,0,NA,NA,102.910617693247,60.7251784200787,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1789,1789,2,2,2,4,2,1,37,5,2,2,1,1,1,6,1,1,4,3,3,1,2,60000,40000,5,4,1,1,7,1,40,0,NA,NA,102.910617693247,60.7251784200787,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1791,1791,5,2,2,2,2,2,32,5,2,2,5,1,1,5,19,1,4,1,3,1,1,60000,0,1,4,1,1,6,1,56,0,NA,NA,102.910617693247,60.7251784200787,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1793,1793,6,2,2,6,4,2,65,5,2,2,5,1,1,6,1,1,4,3,3,1,2,50000,50000,5,4,1,1,7,2,28,0,NA,NA,102.910617693247,60.7251784200787,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1795,1795,7,2,2,5,4,2,40,5,2,2,5,1,1,6,1,1,4,3,3,1,2,50000,80000,5,4,1,1,7,2,28,0,NA,NA,102.910617693247,60.7251784200787,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1796,1796,8,2,2,2,2,2,48,5,2,2,5,1,1,6,1,1,4,3,3,1,1,80000,0,1,4,1,1,7,1,35,0,NA,NA,102.910617693247,60.7251784200787,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1802,1802,4,3,1,6,4,1,59,5,2,2,5,1,1,1,7,2,4,1,3,1,3,1E+05,0,1,4,1,1,7,1,60,0,NA,NA,52.719793062611,75.325422491919,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1812,1812,10,3,1,1,1,2,60,7,2,1,5,1,1,5,8,2,4,3,3,1,1,40000,0,1,4,2,1,7,2,10,0,NA,NA,52.719793062611,75.325422491919,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1813,1813,1,3,1,3,2,2,36,7,2,4,5,1,1,5,19,2,4,3,3,1,1,5000,0,1,4,1,1,7,2,15,0,NA,NA,57.623959859133,124.1771665197,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1814,1814,2,3,1,5,2,1,27,7,2,2,5,1,1,5,7,2,4,1,3,1,1,2E+05,0,1,4,1,1,6,1,90,0,NA,NA,57.623959859133,124.1771665197,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1816,1816,4,3,1,4,3,2,53,7,2,3,5,1,1,5,7,2,4,1,3,1,2,1E+05,0,1,4,2,1,2,1,56,0,NA,NA,57.623959859133,124.1771665197,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1828,1828,2,3,2,6,3,1,38,5,2,2,5,1,1,7,7,2,4,3,3,1,1,130000,0,1,4,1,1,2,1,70,24,NA,NA,101.746084638454,210.370364292771,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
1830,1830,2,3,2,6,3,2,62,5,2,3,5,1,1,6,1,1,4,3,3,1,3,0,6000,2,4,1,1,7,1,50,0,NA,NA,101.746084638454,210.370364292771,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1832,1832,3,3,2,4,4,2,48,10,2,2,5,1,1,6,1,1,4,3,3,1,2,0,2500,2,4,2,1,7,1,50,0,NA,NA,101.746084638454,210.370364292771,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1851,1851,11,3,2,5,4,2,61,7,2,2,5,1,1,6,1,1,4,3,3,1,2,0,3000,2,4,2,1,7,1,40,0,NA,NA,101.746084638454,210.370364292771,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1852,1852,1,3,2,6,5,2,74,5,2,2,5,1,1,6,1,1,4,3,3,1,1,5000,0,1,4,1,1,7,2,7,0,NA,NA,82.8503832055981,41.1068654129322,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1853,1853,1,3,2,6,5,1,55,7,2,2,5,1,1,1,7,1,3,1,3,1,3,250000,0,1,4,1,1,7,1,70,0,NA,NA,82.8503832055981,41.1068654129322,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1881,1881,10,3,2,4,4,1,58,5,2,2,5,1,1,5,7,1,4,3,3,1,2,80000,0,1,4,1,1,7,1,50,0,NA,NA,82.8503832055981,109.053022185469,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1889,1889,2,3,2,11,5,1,37,8,2,2,5,1,1,7,3,1,4,1,3,1,1,150000,0,1,4,1,1,7,1,50,0,NA,NA,84.3038987004332,98.4640009306968,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1893,1893,4,3,2,4,2,1,44,4,2,2,5,1,1,6,1,1,4,3,3,1,2,70000,0,1,4,1,1,7,1,50,0,NA,NA,84.3038987004332,98.4640009306968,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1897,1897,8,3,2,1,1,1,50,7,2,1,5,1,1,7,3,1,4,3,3,1,1,80000,0,1,4,1,1,7,1,45,0,NA,NA,84.3038987004332,98.4640009306968,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1940,1940,9,4,2,6,4,1,57,5,2,2,5,1,1,6,1,1,4,3,3,1,2,1E+05,0,1,4,1,1,7,1,35,0,NA,NA,133.245585874799,281.712884616825,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1941,1941,9,4,2,6,4,2,59,5,2,2,5,1,1,6,1,1,4,3,3,1,2,1E+05,0,1,4,1,1,7,1,35,0,NA,NA,133.245585874799,281.712884616825,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1958,1958,6,4,2,3,3,1,47,5,2,2,5,1,1,3,9,3,4,3,3,1,4,1E+05,0,1,4,1,1,7,1,48,0,NA,NA,160.500364803736,302.077905727251,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1960,1960,8,4,2,3,3,1,49,5,2,2,5,1,1,6,1,1,4,3,3,1,2,60000,0,1,4,1,1,7,1,35,0,NA,NA,160.500364803736,302.077905727251,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1961,1961,8,4,2,3,3,2,49,5,2,2,5,1,1,6,1,1,4,3,3,1,2,60000,0,1,4,1,1,7,1,35,0,NA,NA,160.500364803736,302.077905727251,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1965,1965,10,4,2,7,5,1,55,5,2,2,3,1,1,6,1,1,4,3,3,1,2,50000,0,1,4,1,1,7,1,35,0,NA,NA,160.500364803736,302.077905727251,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1966,1966,10,4,2,7,5,2,52,5,2,2,5,1,1,6,1,1,4,3,3,1,2,50000,0,1,4,1,1,7,1,35,0,NA,NA,160.500364803736,302.077905727251,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1972,1972,5,5,1,4,2,1,36,10,2,2,5,1,1,5,7,2,4,3,3,1,1,80000,0,1,4,2,1,7,1,35,0,NA,NA,49.9512404778137,41.0241879575096,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1978,1978,1,5,1,7,5,1,74,7,2,2,3,1,1,1,6,2,3,1,3,7,NA,80000,0,1,4,1,1,7,1,48,0,NA,NA,46.2511485905682,29.361350347709,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,1980,1,5,1,7,5,1,36,10,2,2,5,1,1,1,9,2,3,1,3,7,NA,1E+05,0,1,4,1,1,7,1,80,0,NA,NA,46.2511485905682,29.361350347709,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,1995,4,5,1,6,4,1,35,5,2,2,5,1,1,6,8,2,4,3,3,1,2,1E+05,0,1,4,1,1,7,1,50,0,NA,NA,45.0177846281531,81.3190618070962,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1998,1998,9,5,1,4,2,1,33,7,2,2,5,1,1,3,18,2,4,3,3,1,1,50000,0,1,4,1,1,7,1,35,0,NA,NA,45.0177846281531,81.3190618070962,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2003,2003,1,5,2,5,4,1,57,5,2,2,3,1,1,7,7,3,4,3,3,1,1,50000,0,1,3,1,1,7,1,48,0,NA,NA,238.50443832262,527.492924605401,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2018,2018,7,6,1,3,3,2,58,7,2,2,5,1,1,5,7,2,4,1,3,1,1,60000,0,1,4,1,1,7,1,50,0,NA,NA,73.845191735886,73.0088260453758,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,2023,2,6,1,2,2,1,65,10,2,2,5,1,1,5,7,2,4,1,3,1,2,50000,0,1,4,2,1,7,1,44,0,NA,NA,90.363195150492,36.422741630704,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2029,2029,3,6,2,5,4,1,55,5,2,2,5,1,1,6,1,1,4,3,3,1,3,70000,0,1,4,1,1,7,2,32,0,NA,NA,97.4922279792746,9.70000000003529,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2030,2030,3,6,2,5,4,2,48,5,2,2,5,1,1,6,1,1,4,3,3,1,3,0,15000,2,4,1,1,7,2,28,0,NA,NA,97.4922279792746,9.70000000003529,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2032,2032,5,6,2,2,2,1,66,5,2,2,5,1,1,6,1,1,4,3,3,1,2,35000,0,1,4,1,1,7,1,35,0,NA,NA,97.4922279792746,9.70000000003529,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2043,2043,1,6,2,7,4,2,55,7,2,2,5,1,1,6,1,1,4,3,3,1,2,0,40000,2,4,2,1,7,1,40,0,NA,NA,93.5129533678757,112.47324337489,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2046,2046,5,6,2,6,3,2,59,5,2,3,5,1,1,6,1,1,4,3,3,1,2,0,30000,2,4,1,1,1,1,45,0,NA,NA,93.5129533678757,112.47324337489,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2048,2048,7,6,2,4,3,2,47,5,2,2,5,1,1,6,1,1,4,3,3,1,2,25000,35000,5,4,1,1,7,1,40,0,NA,NA,93.5129533678757,112.47324337489,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2060,2060,1,6,2,3,2,1,64,5,2,2,5,1,1,6,1,1,4,3,3,1,2,45000,0,1,4,1,1,7,2,32,0,NA,NA,67.6476683937824,54.7001088968173,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2061,2061,1,6,2,3,2,2,66,5,2,2,5,1,1,6,1,1,4,3,3,1,2,0,25000,2,4,1,1,7,2,25,0,NA,NA,67.6476683937824,54.7001088968173,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2062,2062,3,6,2,1,1,2,65,5,2,3,5,1,1,6,1,1,4,3,3,1,1,0,15000,2,4,1,1,7,2,30,0,NA,NA,67.6476683937824,54.7001088968173,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2063,2063,4,6,2,3,3,2,53,5,2,2,5,1,1,6,1,1,4,3,3,1,2,45000,0,1,4,1,1,7,2,28,0,NA,NA,67.6476683937824,54.7001088968173,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2064,2064,4,6,2,3,3,1,28,5,2,1,5,1,1,6,1,1,4,3,3,1,2,20000,0,1,4,1,1,7,1,36,0,NA,NA,67.6476683937824,54.7001088968173,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2065,2065,5,6,2,2,2,1,72,5,2,2,5,1,1,6,1,1,4,3,3,1,2,65000,0,1,4,1,1,7,1,36,0,NA,NA,67.6476683937824,54.7001088968173,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2066,2066,5,6,2,2,2,2,66,5,2,2,5,1,1,6,1,1,4,3,3,1,2,0,15000,2,4,1,1,7,2,28,0,NA,NA,67.6476683937824,54.7001088968173,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2067,2067,6,6,2,4,4,1,59,5,2,2,5,1,1,6,1,1,4,3,3,1,3,65000,0,1,4,1,1,7,2,32,0,NA,NA,67.6476683937824,54.7001088968173,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2068,2068,6,6,2,4,4,2,54,5,2,2,5,1,1,6,1,1,4,3,3,1,3,0,15000,2,4,1,1,7,2,26,0,NA,NA,67.6476683937824,54.7001088968173,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2072,2072,11,6,2,5,1,2,58,5,2,3,5,1,1,6,1,1,4,3,3,1,1,52000,0,1,4,1,1,7,2,28,0,NA,NA,67.6476683937824,54.7001088968173,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2110,2110,7,7,2,7,5,1,57,6,2,2,5,1,1,6,1,1,4,3,3,1,2,30000,15000,5,4,2,1,7,1,40,0,NA,NA,58.8667866786679,54.3986941981166,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2118,2118,11,7,2,5,5,2,55,5,2,2,5,1,1,6,1,1,4,3,3,1,2,20000,15000,5,4,1,1,7,1,35,0,NA,NA,58.8667866786679,54.3986941981166,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2139,2139,3,8,2,5,4,2,52,7,2,2,5,1,1,8,8,1,4,3,3,1,1,30000,0,1,4,1,1,7,2,25,0,NA,NA,105.873175368321,107.268904656858,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2145,2145,2,8,2,5,5,1,57,5,2,2,5,1,1,6,1,1,4,3,3,1,2,18000,0,1,4,1,1,7,2,28,0,NA,NA,124.447416661009,93.318345635209,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2148,2148,3,8,2,5,4,2,39,5,2,2,5,1,1,6,1,1,4,3,3,1,1,15000,0,1,4,1,1,7,2,28,0,NA,NA,124.447416661009,93.318345635209,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2150,2150,6,8,2,10,4,1,66,7,2,2,5,1,1,6,1,1,4,3,3,1,1,3000,3000,5,4,1,1,7,2,14,0,NA,NA,124.447416661009,93.318345635209,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2157,2157,5,9,1,4,2,1,41,8,2,2,5,1,1,2,6,2,4,1,3,7,NA,2E+05,0,1,4,1,1,7,1,58,0,NA,NA,100.975124378109,71.5920562743086,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2175,2175,3,9,2,5,4,2,40,5,2,2,5,1,1,6,1,1,4,3,3,1,3,6E+05,0,1,5,1,1,7,1,60,0,NA,NA,38.1818181818182,32.2580229994255,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2176,2176,4,9,2,3,3,2,41,6,2,2,5,1,1,6,1,1,4,3,3,1,2,3E+05,0,1,6,1,1,7,1,50,0,NA,NA,38.1818181818182,32.2580229994255,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2177,2177,4,9,2,3,3,1,21,5,1,1,5,1,1,6,1,1,4,3,3,1,2,3E+05,0,1,5,2,1,6,1,50,0,NA,NA,38.1818181818182,32.2580229994255,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2180,2180,6,9,2,3,3,2,46,5,2,3,5,1,1,6,1,1,4,3,3,1,2,3E+05,0,1,6,1,1,7,1,40,0,NA,NA,38.1818181818182,32.2580229994255,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2182,2182,7,9,2,6,5,2,66,5,2,3,5,1,1,6,1,1,4,3,3,1,4,50000,0,1,4,1,1,7,1,40,0,NA,NA,38.1818181818182,32.2580229994255,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2183,2183,7,9,2,6,5,1,46,6,2,2,5,1,1,6,1,1,4,3,3,1,4,2E+05,0,1,4,1,1,7,1,70,0,NA,NA,38.1818181818182,32.2580229994255,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2184,2184,7,9,2,6,5,2,41,5,2,2,3,1,1,6,1,1,4,3,3,1,4,150000,0,1,6,1,1,7,2,20,0,NA,NA,38.1818181818182,32.2580229994255,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2185,2185,7,9,2,6,5,1,22,5,2,1,5,1,1,6,1,1,4,3,3,4,NA,150000,0,1,4,1,1,6,1,68,0,NA,NA,38.1818181818182,32.2580229994255,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2186,2186,8,9,2,7,4,2,37,5,2,2,5,1,1,6,1,1,4,3,3,1,3,2E+05,0,1,5,1,1,7,1,40,0,NA,NA,38.1818181818182,32.2580229994255,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2187,2187,8,9,2,7,4,1,15,4,1,1,5,1,1,6,1,1,4,3,3,1,3,1E+05,0,1,6,1,1,5,2,30,0,NA,NA,38.1818181818182,32.2580229994255,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2188,2188,9,9,2,6,5,2,43,5,2,2,5,1,1,6,1,1,4,3,3,1,2,5E+05,0,1,5,1,1,7,1,50,0,NA,NA,38.1818181818182,32.2580229994255,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2189,2189,11,9,2,6,2,2,32,5,2,2,5,1,1,6,1,1,4,3,3,1,2,5E+05,0,1,6,1,1,7,1,45,0,NA,NA,38.1818181818182,32.2580229994255,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2190,2190,1,9,2,6,4,2,54,7,2,2,5,1,1,6,1,1,4,3,3,1,2,2E+05,0,1,5,2,1,7,1,35,0,NA,NA,50.9090909090909,27.2964265199262,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2194,2194,5,9,2,6,4,2,42,7,2,2,5,1,1,6,1,1,4,3,3,1,4,250000,0,1,5,2,1,7,2,25,0,NA,NA,50.9090909090909,27.2964265199262,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2200,2200,9,9,2,4,3,1,54,5,2,2,5,1,1,6,1,1,4,3,3,1,2,2E+05,0,1,5,1,1,7,1,40,0,NA,NA,50.9090909090909,27.2964265199262,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2201,2201,9,9,2,4,3,2,48,7,2,2,5,1,1,6,1,1,4,3,3,1,2,2E+05,0,1,6,2,1,7,2,20,0,NA,NA,50.9090909090909,27.2964265199262,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2204,2204,11,9,2,5,3,2,44,7,2,2,5,1,1,6,1,1,4,3,3,1,3,3E+05,0,1,5,2,1,7,2,20,0,NA,NA,50.9090909090909,27.2964265199262,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2205,2205,11,9,2,5,3,1,23,5,2,1,5,1,1,6,1,1,4,3,3,1,3,3E+05,0,1,5,1,1,7,2,30,0,NA,NA,50.9090909090909,27.2964265199262,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2233,2233,8,10,2,7,5,1,63,7,2,2,5,1,1,6,1,1,4,3,3,1,2,35000,7000,5,4,1,1,7,2,18,0,NA,NA,23.4983719718677,33.3115051946397,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2235,2235,9,10,2,7,4,1,59,5,2,2,5,1,1,6,1,1,4,3,3,1,2,2E+05,1E+05,5,4,1,1,7,2,20,0,NA,NA,23.4983719718677,33.3115051946397,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2236,2236,9,10,2,7,4,2,59,5,2,2,2,1,1,6,1,1,4,3,3,1,2,40000,30000,5,4,1,1,7,2,16,0,NA,NA,23.4983719718677,33.3115051946397,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2272,2272,2,11,2,5,4,1,71,1,2,2,5,1,1,6,1,1,4,3,3,1,1,30000,0,1,4,1,3,1,1,70,0,NA,NA,141.137245026442,178.677830418457,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2276,2276,1,1,1,5,2,1,35,4,2,2,5,1,1,7,7,2,4,3,3,1,1,70000,0,1,4,1,1,7,1,60,0,NA,NA,300.918432467929,147.857454385085,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2287,2287,7,1,1,3,3,1,58,10,2,2,5,1,1,8,8,2,4,3,3,1,1,150000,0,1,4,2,1,7,1,60,0,NA,NA,173.028098669059,290.408810226539,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2288,2288,7,1,1,3,3,1,25,5,2,1,5,1,1,4,18,2,4,1,3,1,1,2E+05,0,1,4,1,1,6,1,60,0,NA,NA,173.028098669059,290.408810226539,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2292,2292,11,1,1,4,3,1,44,5,2,2,5,1,1,8,8,2,4,3,3,1,1,70000,0,1,4,1,1,7,1,35,0,NA,NA,173.028098669059,290.408810226539,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2322,2322,8,1,1,5,4,1,56,5,2,2,5,5,1,8,8,2,4,1,3,1,1,50000,0,1,4,1,1,7,2,21,0,NA,NA,135.413294610568,163.410933602698,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2324,2324,9,1,1,5,3,1,50,5,2,2,5,1,1,7,6,2,4,3,3,1,1,1E+05,0,1,4,1,2,7,1,50,0,NA,NA,135.413294610568,163.410933602698,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2330,2330,10,2,1,5,3,2,21,5,2,1,5,1,1,5,19,2,4,3,3,1,1,20000,0,1,4,1,1,5,2,20,0,NA,NA,67.2785454545455,6.69999999999391,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2342,2342,1,2,2,8,4,2,55,5,2,2,5,1,1,6,1,1,4,3,3,1,1,50000,30000,5,4,1,1,7,2,21,0,NA,NA,63.5964491362764,17.2009960838332,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2346,2346,2,2,2,4,4,2,55,6,2,2,5,1,1,6,1,1,4,3,3,1,2,40000,30000,5,4,2,1,7,2,28,0,NA,NA,63.5964491362764,17.2009960838332,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2349,2349,4,2,2,5,5,2,41,5,2,2,5,1,1,6,1,1,4,3,3,1,2,40000,30000,5,4,1,1,7,2,14,0,NA,NA,63.5964491362764,17.2009960838332,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2354,2354,10,2,2,6,4,1,58,5,2,2,1,1,1,6,1,1,4,3,3,1,3,10000,0,1,4,1,4,7,2,21,21,NA,NA,63.5964491362764,17.2009960838332,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
2359,2359,1,2,2,7,5,1,55,5,2,2,5,1,1,6,1,1,4,3,3,1,4,4E+05,1E+05,5,4,1,1,7,1,42,0,NA,NA,55.5023556098412,84.4397795214427,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2366,2366,3,2,2,4,2,1,32,5,2,2,5,1,1,6,1,1,4,3,3,1,2,1E+05,50000,5,4,1,1,7,2,28,0,NA,NA,55.5023556098412,84.4397795214427,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
